state;action_reward;n_state
585&0|7460&0|19808&0|18759&0|10329&1|12121&0|1862&1|376&1|7460&0|17381&1;8789&1|8935&1|8814&1;585&0|7460&0|19808&0|18759&0|10329&1|12121&0|1862&1|376&1|7460&0|17381&1|8789&1|8935&1|8814&1
15216&1|17563&0|16914&0|10550&0|10550&1|497&0|497&1|17563&0|497&0|8776&1;7617&0|231&0|17563&1;15216&1|17563&0|16914&0|10550&0|10550&1|497&0|497&1|17563&0|497&0|8776&1|7617&0|231&0|17563&1
15216&1|3500&1|10364&1|6779&1|13163&1|10642&1|9942&1|9657&0|7162&1|4118&0;16975&1|13709&0|15732&0;15216&1|3500&1|10364&1|6779&1|13163&1|10642&1|9942&1|9657&0|7162&1|4118&0|16975&1|13709&0|15732&0
11363&1|15254&0|7191&0|20653&0|5962&1|425&0|4890&1|14461&1|19806&0|7000&1;6844&1|7246&1|15758&1;11363&1|15254&0|7191&0|20653&0|5962&1|425&0|4890&1|14461&1|19806&0|7000&1|6844&1|7246&1|15758&1
4158&1|12025&1|375&1|8018&1|17130&1|10332&1|20683&1|14652&1|12616&1|4899&1;8465&0|17605&1|5901&1;4158&1|12025&1|375&1|8018&1|17130&1|10332&1|20683&1|14652&1|12616&1|4899&1|8465&0|17605&1|5901&1
9853&1|4192&1|13598&1|10364&1|13163&1|9942&1|8566&1|16883&1|9657&1|10642&1;3500&0|5&1|13709&1;9853&1|4192&1|13598&1|10364&1|13163&1|9942&1|8566&1|16883&1|9657&1|10642&1|3500&0|5&1|13709&1
2109&1|12822&1|13224&1|20387&0|14040&1|9657&1|9853&0|1888&1|15216&0|5564&0;16914&0|15311&1|16914&1;2109&1|12822&1|13224&1|20387&0|14040&1|9657&1|9853&0|1888&1|15216&0|5564&0|16914&0|15311&1|16914&1
3827&1|3827&0|7923&0|16750&0|9515&0|9343&0|18934&0|16750&0|11522&0|6725&0;4641&1|3904&0|14719&0;3827&1|3827&0|7923&0|16750&0|9515&0|9343&0|18934&0|16750&0|11522&0|6725&0|4641&1|3904&0|14719&0
16792&0|8995&0|8160&1|8160&1|20546&0|20546&1|14956&0|19643&0|16792&0|8160&0;8995&1|9488&1|9488&0;16792&0|8995&0|8160&1|8160&1|20546&0|20546&1|14956&0|19643&0|16792&0|8160&0|8995&1|9488&1|9488&0
9981&0|1049&1|5732&0|14751&0|13460&0|20142&0|15442&0|5338&0|7164&0|4273&0;7211&1|10857&0|18838&1;9981&0|1049&1|5732&0|14751&0|13460&0|20142&0|15442&0|5338&0|7164&0|4273&0|7211&1|10857&0|18838&1
14915&0|16998&1|18970&0|17131&1|12554&1|8348&1|15359&1|18970&0|12154&1|14770&1;12788&1|545&1|14341&1;14915&0|16998&1|18970&0|17131&1|12554&1|8348&1|15359&1|18970&0|12154&1|14770&1|12788&1|545&1|14341&1
13142&0|415&0|2957&1|20538&0|1556&1|13001&1|10946&1|9695&1|8196&0|17748&0;11685&0|10066&0|18617&0;13142&0|415&0|2957&1|20538&0|1556&1|13001&1|10946&1|9695&1|8196&0|17748&0|11685&0|10066&0|18617&0
19534&0|15098&0|10939&0|8567&0|9508&0|10219&0|16507&0|13961&0|16914&0|6908&1;4720&0|10539&0|4314&0;19534&0|15098&0|10939&0|8567&0|9508&0|10219&0|16507&0|13961&0|16914&0|6908&1|4720&0|10539&0|4314&0
4148&0|15304&0|11229&0|1519&0|5110&0|6345&0|1709&0|1709&0|18644&0|10281&0;6467&0|1263&1|18579&1;4148&0|15304&0|11229&0|1519&0|5110&0|6345&0|1709&0|1709&0|18644&0|10281&0|6467&0|1263&1|18579&1
7824&0|14015&0|1680&1|7824&0|1078&1|4067&1|5414&0|7824&0|1078&0|1078&0;1078&0|10436&0|7824&0;7824&0|14015&0|1680&1|7824&0|1078&1|4067&1|5414&0|7824&0|1078&0|1078&0|1078&0|10436&0|7824&0
3004&0|10973&0|11870&0|13380&0|12438&0|13399&1|13182&0|11171&0|2856&0|8729&1;17682&0|4229&0|6337&1;3004&0|10973&0|11870&0|13380&0|12438&0|13399&1|13182&0|11171&0|2856&0|8729&1|17682&0|4229&0|6337&1
1310&1|10583&0|11072&1|1748&1|5372&1|1619&0|8905&1|19959&0|9853&1|1752&1;17122&1|6130&0|1415&0;1310&1|10583&0|11072&1|1748&1|5372&1|1619&0|8905&1|19959&0|9853&1|1752&1|17122&1|6130&0|1415&0
9982&0|17991&0|1595&1|8253&0|16467&0|8141&1|10634&1|6900&1|12923&1|1087&0;3156&0|9012&0|15616&0;9982&0|17991&0|1595&1|8253&0|16467&0|8141&1|10634&1|6900&1|12923&1|1087&0|3156&0|9012&0|15616&0
19818&1|9657&1|12350&0|19818&1|14937&1|8147&0|12350&1|14397&1|9657&1|14937&1;12350&0|19818&0|14397&0;19818&1|9657&1|12350&0|19818&1|14937&1|8147&0|12350&1|14397&1|9657&1|14937&1|12350&0|19818&0|14397&0
18240&0|19461&1|13556&1|7214&0|16933&0|15093&1|15209&1|17269&1|20579&0|19783&1;11763&1|6246&0|6246&1;18240&0|19461&1|13556&1|7214&0|16933&0|15093&1|15209&1|17269&1|20579&0|19783&1|11763&1|6246&0|6246&1
12241&1|15708&1|2120&1|7836&1|18181&0|1347&1|11113&0|17339&1|3490&0|7045&0;6165&0|1284&1|15328&0;12241&1|15708&1|2120&1|7836&1|18181&0|1347&1|11113&0|17339&1|3490&0|7045&0|6165&0|1284&1|15328&0
14121&1|4597&0|8503&1|18922&0|20054&0|17083&0|5633&1|11119&1|15025&1|19238&0;17034&0|13542&0|7277&0;14121&1|4597&0|8503&1|18922&0|20054&0|17083&0|5633&1|11119&1|15025&1|19238&0|17034&0|13542&0|7277&0
7066&0|19783&0|4485&0|20285&0|4118&0|2494&1|18947&0|14842&0|4458&0|14523&0;19959&0|5544&1|14652&0;7066&0|19783&0|4485&0|20285&0|4118&0|2494&1|18947&0|14842&0|4458&0|14523&0|19959&0|5544&1|14652&0
20013&1|16094&1|18080&1|16980&0|4987&1|1954&1|14069&1|17227&1|17583&1|20709&1;8787&0|17227&0|4357&0;20013&1|16094&1|18080&1|16980&0|4987&1|1954&1|14069&1|17227&1|17583&1|20709&1|8787&0|17227&0|4357&0
3061&1|19515&1|17272&1|12412&1|17101&0|13054&1|2851&1|472&1|3173&1|19500&1;1765&0|816&1|20541&0;3061&1|19515&1|17272&1|12412&1|17101&0|13054&1|2851&1|472&1|3173&1|19500&1|1765&0|816&1|20541&0
19028&0|2033&0|4769&0|3164&0|4240&0|14506&0|3688&0|16022&0|7727&0|2565&0;7727&0|16022&0|8570&0;19028&0|2033&0|4769&0|3164&0|4240&0|14506&0|3688&0|16022&0|7727&0|2565&0|7727&0|16022&0|8570&0
10269&1|3081&1|5412&0|20644&1|2440&0|14693&0|6383&1|14392&1|15216&1|9195&1;8426&0|17257&1|17736&0;10269&1|3081&1|5412&0|20644&1|2440&0|14693&0|6383&1|14392&1|15216&1|9195&1|8426&0|17257&1|17736&0
4031&0|12321&1|10559&1|535&0|342&0|44&1|10359&0|3148&0|3560&0|5759&0;13538&0|12118&0|5013&0;4031&0|12321&1|10559&1|535&0|342&0|44&1|10359&0|3148&0|3560&0|5759&0|13538&0|12118&0|5013&0
12095&0|12877&0|17580&0|10442&1|12598&0|5819&1|12319&0|7066&1|7066&1|19195&1;10568&1|17580&1|2050&1;12095&0|12877&0|17580&0|10442&1|12598&0|5819&1|12319&0|7066&1|7066&1|19195&1|10568&1|17580&1|2050&1
2982&0|4924&1|318&1|8041&1|15195&0|14322&1|9255&1|17776&1|8870&1|6370&1;3260&1|3260&0|15074&0;2982&0|4924&1|318&1|8041&1|15195&0|14322&1|9255&1|17776&1|8870&1|6370&1|3260&1|3260&0|15074&0
14916&1|14916&1|14916&1|8732&0|14916&1|14916&1|14916&1|14916&1|14916&1|14916&1;14916&1|14916&1|14916&1;14916&1|14916&1|14916&1|8732&0|14916&1|14916&1|14916&1|14916&1|14916&1|14916&1|14916&1|14916&1|14916&1
14700&0|8052&0|11484&0|12507&0|11945&0|8052&0|11484&1|11945&1|14700&0|16871&0;14652&0|8718&0|15661&0;14700&0|8052&0|11484&0|12507&0|11945&0|8052&0|11484&1|11945&1|14700&0|16871&0|14652&0|8718&0|15661&0
2532&0|16079&0|13957&1|9053&0|18796&1|16919&0|16079&1|4541&0|6284&0|13957&0;4541&0|14040&0|13446&0;2532&0|16079&0|13957&1|9053&0|18796&1|16919&0|16079&1|4541&0|6284&0|13957&0|4541&0|14040&0|13446&0
15003&1|2946&1|15003&1|2946&0|13013&0|2946&1|13013&1|3500&1|13013&1|10834&0;2596&1|3500&0|7363&0;15003&1|2946&1|15003&1|2946&0|13013&0|2946&1|13013&1|3500&1|13013&1|10834&0|2596&1|3500&0|7363&0
10991&0|4257&0|1616&0|15120&1|1695&0|11141&1|13561&0|7618&0|5251&0|5025&0;14917&0|7855&0|3980&0;10991&0|4257&0|1616&0|15120&1|1695&0|11141&1|13561&0|7618&0|5251&0|5025&0|14917&0|7855&0|3980&0
18075&1|9853&1|2708&1|1284&0|20249&1|4017&0|1224&1|1284&1|5564&1|20387&0;12588&1|18984&1|8981&1;18075&1|9853&1|2708&1|1284&0|20249&1|4017&0|1224&1|1284&1|5564&1|20387&0|12588&1|18984&1|8981&1
7638&0|19918&0|16948&0|2145&0|6310&1|230&0|11009&0|5903&1|20267&1|11306&0;2445&0|6307&0|6962&0;7638&0|19918&0|16948&0|2145&0|6310&1|230&0|11009&0|5903&1|20267&1|11306&0|2445&0|6307&0|6962&0
5824&0|20114&1|4328&0|5824&0|20114&0|2854&1|5824&1|18412&0|18412&0|11453&1;8242&0|8242&1|2854&0;5824&0|20114&1|4328&0|5824&0|20114&0|2854&1|5824&1|18412&0|18412&0|11453&1|8242&0|8242&1|2854&0
15026&0|18511&0|10545&0|4257&0|887&0|10991&1|10565&1|13561&0|8914&0|6419&0;20733&0|13913&0|2153&0;15026&0|18511&0|10545&0|4257&0|887&0|10991&1|10565&1|13561&0|8914&0|6419&0|20733&0|13913&0|2153&0
14745&1|10774&0|2177&1|11788&1|6402&1|12963&1|6200&0|1980&1|4192&1|1269&1;7162&1|10099&1|9506&1;14745&1|10774&0|2177&1|11788&1|6402&1|12963&1|6200&0|1980&1|4192&1|1269&1|7162&1|10099&1|9506&1
8321&0|13336&0|15516&0|13575&0|14548&0|2381&1|14832&1|6013&1|19041&1|14936&0;4345&0|4999&0|15921&0;8321&0|13336&0|15516&0|13575&0|14548&0|2381&1|14832&1|6013&1|19041&1|14936&0|4345&0|4999&0|15921&0
20683&0|6929&0|6710&1|375&0|13753&1|13598&0|6041&1|10096&1|14652&1|17645&0;18071&1|18606&1|2116&1;20683&0|6929&0|6710&1|375&0|13753&1|13598&0|6041&1|10096&1|14652&1|17645&0|18071&1|18606&1|2116&1
2664&1|10368&1|18169&0|13352&1|18169&0|11555&0|3593&0|5962&0|243&0|18169&1;290&0|8295&0|8791&0;2664&1|10368&1|18169&0|13352&1|18169&0|11555&0|3593&0|5962&0|243&0|18169&1|290&0|8295&0|8791&0
6542&0|9454&1|12963&1|4312&1|7162&0|19959&1|19783&0|14523&0|13598&0|14700&1;14047&1|13709&0|5861&0;6542&0|9454&1|12963&1|4312&1|7162&0|19959&1|19783&0|14523&0|13598&0|14700&1|14047&1|13709&0|5861&0
3182&0|18989&1|15325&0|10485&0|13598&0|9672&0|3182&0|9069&0|9672&0|2291&1;6001&1|4335&1|18614&0;3182&0|18989&1|15325&0|10485&0|13598&0|9672&0|3182&0|9069&0|9672&0|2291&1|6001&1|4335&1|18614&0
6779&0|4192&0|3500&0|9853&0|15732&0|7162&1|13598&0|10364&0|10642&0|9853&0;13709&0|12411&0|19783&0;6779&0|4192&0|3500&0|9853&0|15732&0|7162&1|13598&0|10364&0|10642&0|9853&0|13709&0|12411&0|19783&0
12507&1|15344&1|8052&0|1129&1|15216&0|15661&1|9853&1|3905&0|1129&1|7632&1;11749&1|14047&1|13598&1;12507&1|15344&1|8052&0|1129&1|15216&0|15661&1|9853&1|3905&0|1129&1|7632&1|11749&1|14047&1|13598&1
19895&1|8981&0|18940&1|14005&1|12493&0|20387&1|18886&1|12604&1|11484&1|15581&0;2720&0|18075&1|8934&0;19895&1|8981&0|18940&1|14005&1|12493&0|20387&1|18886&1|12604&1|11484&1|15581&0|2720&0|18075&1|8934&0
3692&0|636&1|467&0|18170&0|15048&1|10464&1|8015&1|14811&0|12756&1|17444&0;11444&0|9413&0|854&0;3692&0|636&1|467&0|18170&0|15048&1|10464&1|8015&1|14811&0|12756&1|17444&0|11444&0|9413&0|854&0
140&0|3182&0|7181&0|14523&0|20761&0|14842&0|12602&0|9711&0|1475&0|15609&0;1284&1|15609&0|3182&0;140&0|3182&0|7181&0|14523&0|20761&0|14842&0|12602&0|9711&0|1475&0|15609&0|1284&1|15609&0|3182&0
15664&1|15884&1|5025&1|15318&1|4935&0|15948&1|12578&1|8305&1|18738&1|18929&1;14292&1|18100&1|511&1;15664&1|15884&1|5025&1|15318&1|4935&0|15948&1|12578&1|8305&1|18738&1|18929&1|14292&1|18100&1|511&1
19639&1|7455&1|7455&1|10254&1|3204&0|1717&1|15216&0|4518&1|14120&0|8728&1;8092&0|14753&0|18399&1;19639&1|7455&1|7455&1|10254&1|3204&0|1717&1|15216&0|4518&1|14120&0|8728&1|8092&0|14753&0|18399&1
11945&0|11749&1|20481&1|7162&0|4017&1|9657&0|8566&0|11484&1|1284&1|9853&0;4192&0|10364&0|15659&0;11945&0|11749&1|20481&1|7162&0|4017&1|9657&0|8566&0|11484&1|1284&1|9853&0|4192&0|10364&0|15659&0
17537&0|3843&0|9182&0|9732&1|11513&0|7082&1|5454&0|9732&0|20110&0|2617&0;14262&0|7082&1|7082&1;17537&0|3843&0|9182&0|9732&1|11513&0|7082&1|5454&0|9732&0|20110&0|2617&0|14262&0|7082&1|7082&1
1&0|14740&1|6610&1|1&1|6610&0|14357&0|13987&0|13987&0|1&0|6610&1;19052&0|10791&1|2755&0;1&0|14740&1|6610&1|1&1|6610&0|14357&0|13987&0|13987&0|1&0|6610&1|19052&0|10791&1|2755&0
9370&0|17248&0|6333&0|9876&0|2407&0|16376&0|16647&0|10332&0|602&0|20095&0;7716&0|11533&0|10939&0;9370&0|17248&0|6333&0|9876&0|2407&0|16376&0|16647&0|10332&0|602&0|20095&0|7716&0|11533&0|10939&0
5319&0|3307&0|17297&0|1896&0|5655&0|3307&0|6536&1|20530&0|9790&0|1896&0;4241&0|4241&1|6709&0;5319&0|3307&0|17297&0|1896&0|5655&0|3307&0|6536&1|20530&0|9790&0|1896&0|4241&0|4241&1|6709&0
17544&0|850&0|2274&1|3464&1|17418&0|19198&0|19339&1|1491&0|20681&0|11218&0;19286&0|14622&0|5962&0;17544&0|850&0|2274&1|3464&1|17418&0|19198&0|19339&1|1491&0|20681&0|11218&0|19286&0|14622&0|5962&0
9323&0|9291&0|16268&0|9323&0|9999&0|7297&0|18290&0|7297&1|10032&0|6399&0;16268&1|7297&0|1764&0;9323&0|9291&0|16268&0|9323&0|9999&0|7297&0|18290&0|7297&1|10032&0|6399&0|16268&1|7297&0|1764&0
6181&1|14523&1|14557&0|11428&1|5861&0|11428&1|20425&0|7162&0|6181&1|11428&0;19793&0|19793&1|19793&1;6181&1|14523&1|14557&0|11428&1|5861&0|11428&1|20425&0|7162&0|6181&1|11428&0|19793&0|19793&1|19793&1
11555&1|11749&1|15609&1|2473&1|14079&0|5875&1|16730&1|8718&1|4192&1|18297&1;19959&1|7584&1|14270&1;11555&1|11749&1|15609&1|2473&1|14079&0|5875&1|16730&1|8718&1|4192&1|18297&1|19959&1|7584&1|14270&1
344&0|12951&0|10595&0|16914&0|7863&1|9422&1|16029&1|279&0|7760&1|8405&0;9636&0|14040&0|16730&0;344&0|12951&0|10595&0|16914&0|7863&1|9422&1|16029&1|279&0|7760&1|8405&0|9636&0|14040&0|16730&0
19443&0|14090&1|14795&0|7173&1|7180&1|16955&0|19055&1|3266&1|2377&1|9756&1;5666&1|6020&0|16140&1;19443&0|14090&1|14795&0|7173&1|7180&1|16955&0|19055&1|3266&1|2377&1|9756&1|5666&1|6020&0|16140&1
1219&0|3875&0|7448&0|2598&0|12801&0|7537&0|2131&0|9538&0|14968&0|11911&0;6925&1|18393&0|9355&0;1219&0|3875&0|7448&0|2598&0|12801&0|7537&0|2131&0|9538&0|14968&0|11911&0|6925&1|18393&0|9355&0
1147&1|1762&0|3707&0|2193&0|3991&0|2461&1|6211&0|16607&1|7275&1|265&1;8956&0|4042&1|10065&0;1147&1|1762&0|3707&0|2193&0|3991&0|2461&1|6211&0|16607&1|7275&1|265&1|8956&0|4042&1|10065&0
12289&1|11203&1|12894&1|14047&1|18947&0|15517&1|16796&1|11945&1|16791&1|10636&1;17113&1|20392&1|16730&0;12289&1|11203&1|12894&1|14047&1|18947&0|15517&1|16796&1|11945&1|16791&1|10636&1|17113&1|20392&1|16730&0
9942&1|2494&0|7162&0|9853&0|4118&0|8566&1|6779&0|10642&0|12706&0|13598&0;13709&1|16975&0|15732&0;9942&1|2494&0|7162&0|9853&0|4118&0|8566&1|6779&0|10642&0|12706&0|13598&0|13709&1|16975&0|15732&0
1201&0|15436&0|4009&0|13178&0|7684&0|3813&0|17905&0|1843&0|9971&0|256&0;9796&0|13914&1|19719&0;1201&0|15436&0|4009&0|13178&0|7684&0|3813&0|17905&0|1843&0|9971&0|256&0|9796&0|13914&1|19719&0
14726&1|3679&1|17137&1|11419&1|10277&1|11201&0|14965&1|4265&1|18939&1|490&0;17547&1|12676&1|4126&1;14726&1|3679&1|17137&1|11419&1|10277&1|11201&0|14965&1|4265&1|18939&1|490&0|17547&1|12676&1|4126&1
11749&1|20683&1|15661&0|18544&1|6125&1|17645&1|1120&1|732&1|2473&1|13753&1;8039&1|2709&1|6915&1;11749&1|20683&1|15661&0|18544&1|6125&1|17645&1|1120&1|732&1|2473&1|13753&1|8039&1|2709&1|6915&1
15425&1|15425&1|15425&1|15425&1|2791&1|15425&1|15425&1|17174&0|15425&1|15425&1;15425&1|15425&1|15425&1;15425&1|15425&1|15425&1|15425&1|2791&1|15425&1|15425&1|17174&0|15425&1|15425&1|15425&1|15425&1|15425&1
15240&1|15913&0|4150&1|7609&1|15819&0|10671&1|9809&0|8528&0|10369&1|18441&0;14818&0|14818&0|10799&0;15240&1|15913&0|4150&1|7609&1|15819&0|10671&1|9809&0|8528&0|10369&1|18441&0|14818&0|14818&0|10799&0
6968&0|16637&1|9658&0|1787&0|13097&1|15221&1|9658&1|16661&1|15962&0|7956&0;422&1|4380&1|2205&1;6968&0|16637&1|9658&0|1787&0|13097&1|15221&1|9658&1|16661&1|15962&0|7956&0|422&1|4380&1|2205&1
8798&0|4017&1|13057&0|15871&1|9187&1|19656&0|14993&0|8599&1|15659&0|4458&0;2280&0|5011&0|3329&0;8798&0|4017&1|13057&0|15871&1|9187&1|19656&0|14993&0|8599&1|15659&0|4458&0|2280&0|5011&0|3329&0
1314&0|19029&0|11782&0|3323&0|19029&1|4949&0|3323&0|3323&0|1032&0|19029&0;1314&0|11782&0|1032&1;1314&0|19029&0|11782&0|3323&0|19029&1|4949&0|3323&0|3323&0|1032&0|19029&0|1314&0|11782&0|1032&1
2617&0|386&0|1574&0|3845&0|5920&0|1126&0|15622&0|13502&0|9276&0|2340&0;2691&0|346&0|18946&1;2617&0|386&0|1574&0|3845&0|5920&0|1126&0|15622&0|13502&0|9276&0|2340&0|2691&0|346&0|18946&1
2903&1|12894&1|17373&1|17746&0|12934&1|13598&1|16963&1|9753&1|6917&0|1888&1;2080&1|8543&1|17537&1;2903&1|12894&1|17373&1|17746&0|12934&1|13598&1|16963&1|9753&1|6917&0|1888&1|2080&1|8543&1|17537&1
8092&1|2703&1|1717&1|8405&1|13128&1|1284&0|10368&1|18717&0|1284&1|106&1;7653&1|12699&1|16347&0;8092&1|2703&1|1717&1|8405&1|13128&1|1284&0|10368&1|18717&0|1284&1|106&1|7653&1|12699&1|16347&0
13163&0|6779&1|10642&0|9657&0|8566&0|2494&0|4118&0|7162&0|9853&0|8566&1;4118&1|2494&1|9657&1;13163&0|6779&1|10642&0|9657&0|8566&0|2494&0|4118&0|7162&0|9853&0|8566&1|4118&1|2494&1|9657&1
1999&1|14651&1|11376&1|14651&0|11376&1|4966&0|19528&1|14651&1|11074&0|11376&0;1852&1|19291&1|1852&0;1999&1|14651&1|11376&1|14651&0|11376&1|4966&0|19528&1|14651&1|11074&0|11376&0|1852&1|19291&1|1852&0
3500&0|11970&0|8052&0|10631&0|12893&0|16564&1|14652&1|4098&0|16564&0|19031&0;11484&0|11373&0|19959&0;3500&0|11970&0|8052&0|10631&0|12893&0|16564&1|14652&1|4098&0|16564&0|19031&0|11484&0|11373&0|19959&0
15730&0|12963&0|7871&0|8090&0|10319&1|8783&0|14327&1|14327&0|1971&0|3022&1;12581&0|11833&0|20423&0;15730&0|12963&0|7871&0|8090&0|10319&1|8783&0|14327&1|14327&0|1971&0|3022&1|12581&0|11833&0|20423&0
17183&0|12512&0|10609&0|13830&0|13472&0|4837&0|17795&0|18349&0|10838&0|4765&0;2909&0|12604&0|3556&1;17183&0|12512&0|10609&0|13830&0|13472&0|4837&0|17795&0|18349&0|10838&0|4765&0|2909&0|12604&0|3556&1
19051&1|20316&0|4026&0|11523&1|11523&0|2206&0|1193&0|14279&0|7742&0|11551&0;12340&1|13014&0|10747&1;19051&1|20316&0|4026&0|11523&1|11523&0|2206&0|1193&0|14279&0|7742&0|11551&0|12340&1|13014&0|10747&1
10958&0|17767&0|8431&1|13995&1|1524&1|11060&1|9612&1|10219&1|512&1|4474&0;9826&0|9306&0|9128&0;10958&0|17767&0|8431&1|13995&1|1524&1|11060&1|9612&1|10219&1|512&1|4474&0|9826&0|9306&0|9128&0
13187&0|8422&1|10234&1|13187&0|13187&0|578&0|8422&1|13187&0|10234&1|13187&0;13187&0|13187&0|8422&1;13187&0|8422&1|10234&1|13187&0|13187&0|578&0|8422&1|13187&0|10234&1|13187&0|13187&0|13187&0|8422&1
17452&0|14250&0|5464&1|6383&0|15512&0|16194&0|14213&0|1408&0|16230&0|13365&0;15594&1|13365&1|14649&1;17452&0|14250&0|5464&1|6383&0|15512&0|16194&0|14213&0|1408&0|16230&0|13365&0|15594&1|13365&1|14649&1
5011&0|8269&0|11749&1|11994&1|14572&0|2280&0|5544&1|11813&1|13598&0|9187&0;3486&1|13386&0|15505&0;5011&0|8269&0|11749&1|11994&1|14572&0|2280&0|5544&1|11813&1|13598&0|9187&0|3486&1|13386&0|15505&0
2485&0|14657&1|7788&1|2485&0|20677&1|7788&0|12201&1|8781&1|4436&1|5649&1;8018&1|17729&1|7515&0;2485&0|14657&1|7788&1|2485&0|20677&1|7788&0|12201&1|8781&1|4436&1|5649&1|8018&1|17729&1|7515&0
578&0|19534&1|9422&1|8305&0|16156&0|11072&0|3500&0|10099&0|5900&0|3025&0;17421&0|9133&0|13959&0;578&0|19534&1|9422&1|8305&0|16156&0|11072&0|3500&0|10099&0|5900&0|3025&0|17421&0|9133&0|13959&0
15216&1|9606&0|9606&1|6130&0|11175&0|15360&0|20735&0|20735&1|13429&0|4017&1;11753&0|3268&0|15992&0;15216&1|9606&0|9606&1|6130&0|11175&0|15360&0|20735&0|20735&1|13429&0|4017&1|11753&0|3268&0|15992&0
1990&0|18763&0|7990&0|3554&0|12951&0|6513&0|9192&0|16626&0|19343&1|4486&0;3098&1|13035&1|3098&0;1990&0|18763&0|7990&0|3554&0|12951&0|6513&0|9192&0|16626&0|19343&1|4486&0|3098&1|13035&1|3098&0
20202&1|11795&1|12205&0|3429&1|19208&0|6237&0|9206&1|12557&0|15505&0|17956&0;18174&0|12143&0|1299&0;20202&1|11795&1|12205&0|3429&1|19208&0|6237&0|9206&1|12557&0|15505&0|17956&0|18174&0|12143&0|1299&0
20111&0|3118&0|11767&0|6385&0|4267&1|10297&0|11319&1|13155&1|14265&0|6297&1;13191&1|17289&0|18062&1;20111&0|3118&0|11767&0|6385&0|4267&1|10297&0|11319&1|13155&1|14265&0|6297&1|13191&1|17289&0|18062&1
2343&0|13689&1|5026&0|13689&0|409&1|20279&1|7402&0|19129&0|1700&0|17909&1;19737&1|3556&1|20061&0;2343&0|13689&1|5026&0|13689&0|409&1|20279&1|7402&0|19129&0|1700&0|17909&1|19737&1|3556&1|20061&0
384&0|10569&0|3164&0|3164&0|2420&1|18707&0|16248&0|19851&1|468&1|7449&1;18653&0|17935&0|10864&0;384&0|10569&0|3164&0|3164&0|2420&1|18707&0|16248&0|19851&1|468&1|7449&1|18653&0|17935&0|10864&0
11521&1|6181&0|2629&0|11040&0|6181&1|17888&0|11040&1|4685&0|4685&1|20173&0;11040&1|2629&1|20173&1;11521&1|6181&0|2629&0|11040&0|6181&1|17888&0|11040&1|4685&0|4685&1|20173&0|11040&1|2629&1|20173&1
19959&1|19783&0|19094&0|4458&0|12963&1|20285&0|14652&0|19895&0|7066&1|14523&0;13965&0|10581&0|4485&0;19959&1|19783&0|19094&0|4458&0|12963&1|20285&0|14652&0|19895&0|7066&1|14523&0|13965&0|10581&0|4485&0
15832&0|981&1|17538&0|5342&1|18310&1|5342&0|163&1|5342&1|7353&1|17538&0;11829&1|6331&1|3548&1;15832&0|981&1|17538&0|5342&1|18310&1|5342&0|163&1|5342&1|7353&1|17538&0|11829&1|6331&1|3548&1
28&0|15592&0|644&0|15592&1|3268&1|15592&1|1976&0|4018&0|3268&1|3268&1;3652&1|5371&1|16719&0;28&0|15592&0|644&0|15592&1|3268&1|15592&1|1976&0|4018&0|3268&1|3268&1|3652&1|5371&1|16719&0
6995&0|11386&0|566&1|12297&1|11072&1|17356&1|10778&0|9753&0|7327&0|6517&0;20444&0|18780&0|9974&0;6995&0|11386&0|566&1|12297&1|11072&1|17356&1|10778&0|9753&0|7327&0|6517&0|20444&0|18780&0|9974&0
11511&0|14689&0|7268&0|835&1|7021&0|14576&0|4484&1|503&0|18246&0|11986&1;15361&0|3449&0|11511&0;11511&0|14689&0|7268&0|835&1|7021&0|14576&0|4484&1|503&0|18246&0|11986&1|15361&0|3449&0|11511&0
6555&1|4179&1|8723&1|16497&1|20480&1|8839&1|13892&1|12820&1|15117&1|8839&1;2071&1|1402&1|13872&1;6555&1|4179&1|8723&1|16497&1|20480&1|8839&1|13892&1|12820&1|15117&1|8839&1|2071&1|1402&1|13872&1
313&1|4657&0|8535&1|16208&0|2645&0|14700&1|6400&0|6105&0|6414&0|15442&0;9726&0|13825&0|13502&0;313&1|4657&0|8535&1|16208&0|2645&0|14700&1|6400&0|6105&0|6414&0|15442&0|9726&0|13825&0|13502&0
18671&0|18671&1|19319&0|18671&1|9884&1|16673&1|17532&0|16317&1|17532&1|6424&1;16317&0|16673&0|17553&0;18671&0|18671&1|19319&0|18671&1|9884&1|16673&1|17532&0|16317&1|17532&1|6424&1|16317&0|16673&0|17553&0
1473&0|16601&1|7584&0|20172&0|9282&0|5564&0|19895&0|5374&0|2489&1|17720&0;3347&0|7411&1|7181&0;1473&0|16601&1|7584&0|20172&0|9282&0|5564&0|19895&0|5374&0|2489&1|17720&0|3347&0|7411&1|7181&0
7291&0|20409&1|4755&0|9430&1|3556&1|14089&0|20279&1|20356&1|5883&0|8894&1;7692&0|19586&1|12507&0;7291&0|20409&1|4755&0|9430&1|3556&1|14089&0|20279&1|20356&1|5883&0|8894&1|7692&0|19586&1|12507&0
15503&0|4192&1|8599&0|13474&0|20481&0|8776&0|12894&0|13077&0|15503&0|13474&1;10364&1|2772&0|14700&1;15503&0|4192&1|8599&0|13474&0|20481&0|8776&0|12894&0|13077&0|15503&0|13474&1|10364&1|2772&0|14700&1
